รหัส,บริเวณลุ่มแม่น้ำ,อำเภอ,ตำบล,หน่วยงานเจ้าของ,ประเภทอุปกรณ์,ชื่ออุปกรณ์,สถานะ,ยี่ห้อ,ทะเบียนรถ,ตำแหน่ง LAT,ตำแหน่ง LONG,วันที่ใช้งาน,เบอร์ติดต่อ,หมายเหตุ
FP-413,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 เจดีย์หลวง,ทต.เจดีย์หลวง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,มิตซูบิชิ,บจ 4246,19.575227,99.486318,30/4/2026,-,
FP-414,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 เจดีย์หลวง,ทต.เจดีย์หลวง,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,มิตซูบิชิ,บท 4487,19.575227,99.486318,30/4/2026,-,
FP-415,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 เจดีย์หลวง,ทต.เจดีย์หลวง,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,ฟอร์ด,บม 1477,19.575227,99.486318,30/4/2026,-,
FP-416,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 เจดีย์หลวง,ทต.เจดีย์หลวง,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็ก แบบที่นั่งตอนเดียว",พร้อมปฏิบัติงาน,มาสด้า,บจ 6141,19.575227,99.486318,30/4/2026,-,
FP-417,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 ป่าแดด,อบต.ป่าแดด,รถแทรคเตอร์ล้อยาง,"รถแทรคเตอร์ล้อยาง
รถแทรคเตอร์ล้อยาง",พร้อมปฏิบัติงาน,newholland,ตค 6254 ชร,19.649289,99.477519,30/4/2026,-,
FP-418,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 ป่าแดด,อบต.ป่าแดด,รถดับเพลิง และอุปกรณ์,"รถดับเพลิง และอุปกรณ์
รถบรรทุกน้ำช่วยดับเพลิง",พร้อมปฏิบัติงาน,isuzu,ผข-5610 ชร,19.649289,99.477519,30/4/2026,-,
FP-419,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 ป่าแดด,อบต.ป่าแดด,รถยนต์กู้ภัย พร้อมเครื่องมือ,"รถยนต์กู้ภัย พร้อมเครื่องมือ
รถยนต์กู้ภัยเคลื่อนที่เร็วพร้อมอุปกรณ์",พร้อมปฏิบัติงาน,toyota,บล 6438 ชร,19.649289,99.477519,30/4/2026,-,
FP-420,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 ป่าแดด,อบต.ป่าแดด,รถแทรคเตอร์ตีนตะขาบขนาดใหญ่,"รถแทรคเตอร์ตีนตะขาบขนาดใหญ่
รถแทรคเตอร์ตีนตะขาบขนาดใหญ่ ขนาด 150 แรงม้าขึ้นไป",พร้อมปฏิบัติงาน,jcb,ตค 769 ชร,19.649289,99.477519,30/4/2026,-,
FP-421,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถบรรทุกน้ำ,"รถบรรทุกน้ำ
รถบรรทุกน้ำ ขนาด 6,000 ลิตร",พร้อมปฏิบัติงาน,MITSUBISHI,81-8415,19.639855,99.525588,30/4/2026,-,
FP-422,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถบรรทุกขนาดเล็ก,"รถบรรทุกขนาดเล็ก
รถบรรทุกขนาดเล็กขับเคลื่อน 4 ล้อ แบบที่นั่ง 2 ตอน (4x4)",พร้อมปฏิบัติงาน,TOYOTA,กจ 3479,19.639855,99.525588,30/4/2026,-,
FP-423,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,1กท 8196,19.639855,99.525588,30/4/2026,-,
FP-424,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถบรรทุกเทท้าย,"รถบรรทุกเทท้าย
รถบรรทุกเทท้าย ขนาด 6 ตัน 6 ล้อ",พร้อมปฏิบัติงาน,NISSAN,84-8417,19.639855,99.525588,30/4/2026,-,
FP-425,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,1กม 9902,19.639855,99.525588,30/4/2026,-,
FP-426,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถจักรยานยนต์,"รถจักรยานยนต์
รถจักรยานยนต์",พร้อมปฏิบัติงาน,HONDA,1กม 9903,19.639855,99.525588,30/4/2026,-,
FP-427,น้ำแม่ลาว - น้ำแม่สรวย,แม่สรวย,10 แม่พริก,อบต.แม่พริก,รถแทรคเตอร์ตีนตะขาบขนาดกลาง,"รถแทรคเตอร์ตีนตะขาบขนาดกลาง
รถแทรคเตอร์ตีนตะขาบขนาดกลาง ขนาดต่ำกว่า 150 แรงม้า",พร้อมปฏิบัติงาน,HYUNDAI,ตค-2661,19.639855,99.525588,30/4/2026,-,
